ï»¿dummy        {'dummy', 'LANG:EN'}
n               {'n', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '!SPEC:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'SPEC:*', 'N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', 'LF:n', 'INF', 'PHI:PER:_', '-COMP:C/fin', '!COMP:*', '-SPEC:V', '-SPEC:INF', 'ARG', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:n', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'COMP:v', '!SPEC:D', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', 'COMP:0', 'VAL', '-COMP:v', 'COMP:V'}
impass          {'PHI:NUM:_', 'LANG:EN', '!PROBE:V', 'PF:impass', '!COMP:*', '-VAL', '-SPEC:N', 'SPEC:D', 'PHI:GEN:_', 'ARG', 'v', 'LF:impass', 'PHI:DET:_', 'ASP', 'PHI:PER:_', 'COMP:V'}
cau             {'PHI:NUM:_', 'LANG:EN', 'LF:v/Cause', '!PROBE:V', '!COMP:*', '-VAL', '-SPEC:N', 'SPEC:D', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'v', 'PHI:DET:_', 'ASP', 'PF:Cau', 'COMP:V'}
INF             {'-COMP:T/fin', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', '!COMP:*', 'PF:INF', '-SPEC:V', 'LF:INF', '-COMP:FORCE', 'INF', '-COMP:C/fin', 'COMP:V'}
prtcpl          {'-SPEC:FORCE', 'LF:T/prt', 'COMP:D', '!PROBE:V', '!COMP:*', '-SPEC:V', 'ARG', 'T/prt', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', 'SPEC:*', '-SPEC:T/fin', 'COMP:v', 'COMP:T/prt', '-SPEC:N', 'SPEC:D', '-COMP:NEG', '-SPEC:C/fin', 'FIN', 'VAL', 'PF:T/prt', '-COMP:FORCE', 'T', 'INF', 'PHI:PER:_', '-COMP:C/fin', 'COMP:V'}
TO/inf          {'TO/inf', '!COMP:*', '-VAL', '?ARG', '-SPEC:V', 'LF:TO/inf', 'PF:TO/inf', '-SPEC:v', '-COMP:T/fin', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', '!COMP:V', '-COMP:FORCE', 'INF', 'adjoinable', '-COMP:C/fin', 'COMP:V'}
A/inf           {'?VAL', '!COMP:*', '?ARG', 'LF:A/inf', '-SPEC:V', '-SPEC:Neg/fin', '-COMP:T/fin', 'A/inf', 'PF:A/inf', 'LANG:EN', 'SPEC:*', 'COMP:v', '-SPEC:T/fin', '-COMP:FORCE', 'INF', '-COMP:C/fin', 'COMP:V'}
ARE/inf         {'LF:ARE/inf', '!COMP:*', '?ARG', '-SPEC:V', 'PF:are', '-COMP:T/fin', 'LANG:EN', 'SPEC:*', '-SPEC:T/fin', 'COMP:v', 'ARE/inf', 'VAL', '-adjoinable', '-COMP:FORCE', 'INF', '-COMP:C/fin', 'COMP:V'}
ESSA/inf        {'-SPEC:FORCE', '?VAL', '!COMP:*', '?ARG', '-SPEC:V', 'ESSA/inf', '-SPEC:Neg/fin', 'TAIL:T', '-COMP:T/fin', 'LANG:EN', 'SPEC:*', 'COMP:v', 'PF:essa', '-SPEC:T/fin', '-SPEC:N', 'LF:while', '-COMP:FORCE', 'INF', 'ADV', 'adjoinable', '-COMP:C/fin', 'COMP:V'}
TUA/inf         {'-SPEC:FORCE', 'TUA/inf', '!COMP:*', '-SPEC:V', 'LF:after', 'ARG', '!SPEC:*', '-SPEC:Neg/fin', 'TAIL:T', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', 'SPEC:*', 'PF:tua', '-SPEC:N', 'VAL', '-COMP:FORCE', 'INF', 'ADV', 'adjoinable', 'PHI:PER:_', '-COMP:C/fin', 'COMP:V'}
VA/inf          {'!COMP:*', 'PF:vAn', 'LF:VA', '-SPEC:V', 'ARG', '!SPEC:*', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', 'SPEC:*', '-SPEC:N', 'VA/inf', 'VAL', '-COMP:FORCE', 'INF', 'PHI:PER:_', '-COMP:C/fin', 'COMP:V'}
MA/ssa          {'MA/inf', '-SPEC:FORCE', 'LF:in_doing', '-VAL', 'PF:massa', 'MA/ssa', 'ARG', '-SPEC:Neg/fin', 'PHI:DET:_', 'PHI:GEN:_', 'TAIL:V', '-SPEC:*', 'PHI:NUM:_', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', '-SPEC:N', 'ADV', 'adjoinable', 'PHI:PER:_', 'COMP:V'}
MA/tta          {'MA/inf', '-SPEC:FORCE', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'LF:without_doing', '-VAL', '-SPEC:N', 'PHI:GEN:_', 'ARG', '-SPEC:Neg/fin', 'PF:matta', 'TAIL:T', 'PHI:DET:_', 'ADV', 'adjoinable', 'PHI:PER:_'}
MA/lla          {'-SPEC:FORCE', '-SPEC:Neg/fin', 'TAIL:T', 'LF:by_doing', 'LANG:EN', '-SPEC:T/fin', 'PF:malla', '-SPEC:N', 'PHI:PER:_', 'MA/inf', '-VAL', 'ARG', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'COMP:v', 'ADV', 'adjoinable', 'COMP:V'}
MA/inf          {'-SPEC:FORCE', '-SPEC:Neg/fin', 'TAIL:V', 'LANG:EN', '-SPEC:T/fin', '-SPEC:N', 'PHI:PER:_', 'MA/inf', '-VAL', 'ARG', 'PHI:DET:_', 'PHI:GEN:_', 'LF:to_do', 'PHI:NUM:_', 'COMP:v', 'PF:maan', 'ADV', 'adjoinable', 'COMP:V'}
E/inf           {'LANG:FI', '-SPEC:FORCE', 'SPEC:*', '-SPEC:T/fin', '-VAL', '-SPEC:N', '-ARG', '-SPEC:Neg/fin', 'LF:by', 'TAIL:T', 'PF:en', 'ADV', 'adjoinable'}
BE-             {'SPEC:TO/inf', '-SPEC:FORCE', '!COMP:*', 'SPEC:P', '-VAL', 'PF:BE', '-COMP:N', 'SPEC:ADV', '-COMP:T/fin', 'COPULA', 'LANG:EN', '-SPEC:T/fin', 'V', 'COMP:T/prt', 'LF:BE', '-ARG', 'SPEC:D', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP'}
D               {'PF:D', '-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-SPEC:P', '-COMP:T/fin', 'LANG:EN', '-SPEC:T/fin', '-COMP:P', 'D', '-ARG', 'COMP:N', 'LF:D', '-SPEC:MA/lla', 'adjoinable', 'OP'}
D/rel           {'-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-COMP:C/fin', 'OP:REL', '-SPEC:P', 'OP', 'LF:D/rel', '-COMP:T/fin', 'LANG:EN', '-SPEC:T/fin', 'D', '-ARG', 'OP:_', 'COMP:N', 'inflectional', '-SPEC:MA/lla', 'adjoinable', 'PF:D/rel', 'D/rel'}
P               {'-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', '-SPEC:iR', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'LF:P', 'adjoinable', '-SPEC:P', '-float', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', '-COMP:uWH', '-SPEC:*', 'PHI:NUM:_', 'LANG:EN', '-SPEC:ADV', 'PF:P', '-SPEC:T/fin', '-COMP:T', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'P', 'PHI:PER:_'}
pro             ['LANG:EN']
pro-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:(pro)', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', 'LF:pro', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'PHI', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
cl              {'LEFT:T/fin', 'LEFT:D,CL', 'LANG:EN', 'inflectional', 'CL', 'RIGHT:PRG', 'RIGHT:ARE/inf'}
inc             {'LANG:EN', 'inflectional', 'INCORPORATED'}
sg              {'LANG:EN', 'inflectional', 'PHI:NUM:SG'}
pl              {'PHI:NUM:PL', 'LANG:EN', 'inflectional'}
1p              {'LANG:EN', 'PHI:PER:1', 'inflectional'}
2p              {'PHI:PER:2', 'LANG:EN', 'inflectional'}
3p              {'LANG:EN', 'inflectional', 'PHI:PER:3'}
def             {'PHI:DET:DEF', 'LANG:EN', 'inflectional'}
indef           {'PHI:DET:INDEF', 'LANG:EN', 'inflectional'}
hum             {'PHI:HUM:HUM', 'LANG:EN', 'inflectional'}
nonhum          {'PHI:HUM:NONHUM', 'LANG:EN', 'inflectional'}
m               {'PHI:GEN:M', 'LANG:EN', 'inflectional'}
f               {'LANG:EN', 'PHI:GEN:F', 'inflectional'}
nom             {'LANG:EN', 'inflectional', 'TAIL:FIN,!COMP:*,VAL', 'NOM'}
acc             {'LANG:EN', 'TAIL:v', 'inflectional', 'ACC'}
dat             {'LANG:EN', 'DAT', 'TAIL:v', 'inflectional'}
uC/op           {'uC/op', 'LANG:EN', 'inflectional'}
wh              {'OP:WH', 'LANG:EN', 'inflectional', 'OP:_'}
wh_             {'FORCE:OP:WH', 'LANG:EN', 'inflectional', 'OP', 'OP:_'}
top             {'OP:TOP', 'LANG:EN', 'inflectional'}
foc             {'OP:FOC', 'LANG:EN', 'inflectional'}
C/op            {'LANG:EN', 'inflectional', 'OP:C/OP'}
Q               {'OP:WH', 'LANG:EN', 'inflectional', 'OP:Q', 'OP'}
