ï»¿dummy        {'LANG:EN', 'dummy'}
a''             ['LANG:EN']
x'              {'LF:X', 'LANG:X', 'PF:x', 'x'}
y'              {'LF:Y', 'LANG:X', 'y', 'PF:y'}
z'              {'LANG:X', 'PF:x', 'z', 'LF:Z'}
John'           {'LANG:X', 'PF:John', 'LF:John', "N'"}
admires'        {'LF:admires', "V'", 'PF:admires', 'LANG:X'}
admires''       {'LF:admires', 'SPEC:D', '-VAL', 'PF:admires', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
Mary'           {'LANG:X', 'LF:mary', 'PF:Mary', "N'"}
T/fin           {'SPEC:D', '-SPEC:C', 'SPEC:FORCE', 'SPEC:*', 'PHI:GEN:_', '-SPEC:N', '!PROBE:V', '-SPEC:TO/inf', 'COMP:v', '-COMP:T/fin', '-SPEC:T/prt', '!SPEC:*', 'PHI:NUM:_', 'VAL', 'T/fin', 'LANG:EN', '-SPEC:Neg', '-SPEC:T/fin', 'T', '-adjoinable', 'SPEC:C/fin', 'PF:T', '!COMP:*', '-SPEC:V', 'FIN', '-COMP:INF', 'LF:T', 'COMP:V', 'SPEC:TO/inf', 'ARG', 'PHI:DET:_', 'COMP:T/prt', '-SPEC:v', 'PHI:PER:_'}
v               {'LANG:EN', 'SPEC:D', 'LF:v', '!COMP:*', '-VAL', 'ASP', '-SPEC:N', 'PHI:GEN:_', 'PF:v', '!PROBE:V', 'COMP:V', 'ARG', 'PHI:NUM:_', 'v', 'PHI:PER:_', 'PHI:DET:_'}
C/fin           {'-COMP:C/fin', 'SPEC:*', 'C/fin', '-SPEC:N', '-COMP:T/prt', 'VAL', 'LANG:EN', 'COMP:T/fin', '-SPEC:T/fin', 'PF:C', '-COMP:FORCE', '-ARG', '!COMP:*', '!PROBE:FIN', 'FIN', 'COMP:Neg/fin', 'C', 'LF:C/fin', '-SPEC:C/fin'}
T               {'SPEC:D', 'SPEC:*', 'PHI:GEN:_', '-SPEC:N', '!PROBE:V', 'COMP:v', 'PHI:NUM:_', '-COMP:NEG', '-SPEC:NEG', 'VAL', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'T', 'PF:T', '!COMP:*', '-SPEC:V', 'FIN', 'LF:T', 'COMP:V', 'ARG', 'PHI:DET:_', 'COMP:T/prt', 'PHI:PER:_'}
T/prt           {'SPEC:D', 'SPEC:*', 'PHI:GEN:_', '-SPEC:N', '!PROBE:V', 'COMP:v', 'PF:T/prt', 'PHI:NUM:_', '-COMP:NEG', 'VAL', 'T/prt', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'T', '!COMP:*', '-SPEC:V', 'FIN', 'LF:T/prt', 'COMP:D', 'COMP:V', 'ARG', '-SPEC:C/fin', 'COMP:T/prt', 'PHI:PER:_', 'PHI:DET:_'}
a0              {'LANG:EN', '-SPEC:D', 'PF:A', '-adjoinable', '-SPEC:A', 'TAIL:D', 'LF:A', 'A', 'COMP:0'}
n               {'LF:n', '-COMP:C/fin', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'PHI:GEN:_', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'VAL', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', 'INF', 'ARG', '-COMP:VA/inf', 'COMP:T/prt', 'PHI:DET:_', 'COMP:0', 'n', '-COMP:A', 'PF:n', 'SPEC:*', '-SPEC:N', 'N', 'COMP:v', 'PHI:NUM:_', '!SPEC:D', '-SPEC:T/fin', 'COMP:C', '!COMP:*', 'COMP:R', '-COMP:V', 'COMP:P', 'COMP:V', 'SPEC:A', '-SPEC:C/fin', '!SPEC:*', '-COMP:WH', 'PHI:PER:_'}
impass          {'LANG:EN', 'SPEC:D', 'LF:impass', '!COMP:*', '-VAL', 'ASP', '-SPEC:N', 'PHI:GEN:_', '!PROBE:V', 'PF:impass', 'COMP:V', 'ARG', 'PHI:NUM:_', 'v', 'PHI:PER:_', 'PHI:DET:_'}
cau             {'LANG:EN', 'SPEC:D', '!COMP:*', '-VAL', 'ASP', '-SPEC:N', 'PHI:GEN:_', '!PROBE:V', 'COMP:V', 'ARG', 'PHI:NUM:_', 'v', 'PF:Cau', 'PHI:PER:_', 'PHI:DET:_', 'LF:v/Cause'}
INF             {'LANG:EN', '-SPEC:T/fin', '-COMP:C/fin', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'PF:INF', 'COMP:v', 'COMP:V', 'INF', '-COMP:T/fin', 'LF:INF'}
prtcpl          {'-COMP:C/fin', 'SPEC:D', 'SPEC:*', 'PHI:GEN:_', '-SPEC:N', '!PROBE:V', 'COMP:v', 'PF:T/prt', '-COMP:T/fin', '-COMP:NEG', '-SPEC:NEG', 'PHI:NUM:_', 'VAL', 'T/prt', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'T', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'FIN', 'LF:T/prt', 'COMP:D', 'COMP:V', 'INF', 'ARG', '-SPEC:C/fin', 'COMP:T/prt', 'PHI:PER:_', 'PHI:DET:_'}
TO/inf          {'-COMP:C/fin', '-VAL', 'TO/inf', 'COMP:v', '-COMP:T/fin', 'PF:TO/inf', 'adjoinable', '!COMP:V', '?ARG', 'LANG:EN', '-SPEC:T/fin', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'COMP:V', 'LF:TO/inf', 'INF', '-SPEC:v'}
A/inf           {'-COMP:C/fin', 'LF:A/inf', 'SPEC:*', 'COMP:v', 'A/inf', '-COMP:T/fin', '-SPEC:Neg/fin', '?ARG', 'LANG:EN', '-SPEC:T/fin', '-COMP:FORCE', '!COMP:*', '?VAL', '-SPEC:V', 'COMP:V', 'INF', 'PF:A/inf'}
ARE/inf         {'-COMP:C/fin', 'SPEC:*', 'ARE/inf', 'COMP:v', 'LF:ARE/inf', '-COMP:T/fin', 'VAL', '?ARG', 'LANG:EN', '-SPEC:T/fin', '-adjoinable', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'PF:are', 'COMP:V', 'INF'}
ESSA/inf        {'-COMP:C/fin', 'SPEC:*', '-SPEC:N', 'COMP:v', 'PF:essa', '-COMP:T/fin', 'adjoinable', '-SPEC:Neg/fin', '?ARG', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'ESSA/inf', '-COMP:FORCE', '!COMP:*', '?VAL', '-SPEC:V', 'LF:while', 'ADV', 'COMP:V', 'INF', 'TAIL:T'}
TUA/inf         {'-COMP:C/fin', 'TUA/inf', 'SPEC:*', 'PHI:GEN:_', '-SPEC:N', 'COMP:v', '-COMP:T/fin', 'PHI:NUM:_', 'VAL', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'LF:after', 'ADV', 'COMP:V', 'INF', 'ARG', 'PHI:DET:_', '!SPEC:*', 'PF:tua', 'PHI:PER:_', 'TAIL:T'}
VA/inf          {'-COMP:C/fin', 'PF:vAn', 'SPEC:*', 'PHI:GEN:_', '-SPEC:N', 'VA/inf', 'COMP:v', '-COMP:T/fin', 'PHI:NUM:_', 'VAL', 'LANG:EN', '-SPEC:T/fin', 'LF:VA', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'COMP:V', 'INF', 'ARG', 'PHI:DET:_', '!SPEC:*', 'PHI:PER:_'}
MA/ssa          {'-SPEC:*', 'TAIL:V', 'MA/inf', '-VAL', 'PHI:GEN:_', '-SPEC:N', 'COMP:v', 'PHI:NUM:_', 'PF:massa', 'adjoinable', '-SPEC:Neg/fin', 'LF:in_doing', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'ADV', 'COMP:V', 'ARG', 'MA/ssa', 'PHI:PER:_', 'PHI:DET:_'}
MA/tta          {'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'MA/inf', '-VAL', 'PHI:GEN:_', '-SPEC:N', 'LF:without_doing', 'ADV', 'PHI:PER:_', 'ARG', 'PHI:NUM:_', 'PHI:DET:_', 'adjoinable', 'TAIL:T', '-SPEC:Neg/fin', 'PF:matta'}
MA/lla          {'PHI:GEN:_', 'LF:by_doing', 'adjoinable', 'LANG:EN', '-SPEC:FORCE', 'ARG', 'PHI:DET:_', 'TAIL:T', 'MA/inf', '-VAL', 'PF:malla', '-SPEC:N', 'COMP:v', 'PHI:NUM:_', '-SPEC:Neg/fin', '-SPEC:T/fin', 'ADV', 'COMP:V', 'PHI:PER:_'}
MA/inf          {'PF:maan', 'TAIL:V', 'PHI:GEN:_', 'adjoinable', 'LANG:EN', '-SPEC:FORCE', 'ARG', 'PHI:DET:_', 'MA/inf', '-VAL', '-SPEC:N', 'COMP:v', 'PHI:NUM:_', '-SPEC:Neg/fin', '-SPEC:T/fin', 'ADV', 'LF:to_do', 'COMP:V', 'PHI:PER:_'}
E/inf           {'-SPEC:FORCE', '-SPEC:T/fin', '-ARG', 'SPEC:*', '-VAL', '-SPEC:N', 'ADV', 'LF:by', 'LANG:FI', 'PF:en', 'adjoinable', 'TAIL:T', '-SPEC:Neg/fin'}
BE-             {'SPEC:D', '-VAL', '-COMP:N', 'SPEC:P', 'COPULA', '-COMP:T/fin', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '-ARG', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'PF:BE', 'SPEC:TO/inf', 'V', 'COMP:T/prt', 'LF:BE'}
D               {'PF:D', '-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', '-SPEC:T/fin', '-COMP:uR', '!COMP:*', '-ARG', '-SPEC:V', 'COMP:N', 'LF:D', 'D', '-COMP:P'}
D/rel           {'-COMP:C/fin', '-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', 'D/rel', '-SPEC:P', 'PF:D/rel', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', 'OP:REL', '-SPEC:T/fin', 'OP:_', '-COMP:uR', '-ARG', '!COMP:*', '-SPEC:V', 'COMP:N', 'D', 'OP', 'LF:D/rel'}
P               {'-SPEC:*', '-SPEC:C', '-COMP:A', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', '-COMP:T/fin', '-float', '-SPEC:ADV', 'PHI:NUM:_', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', 'PF:P', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_', 'PHI:DET:_', 'LF:P', 'P'}
pro             ['LANG:EN']
pro-            {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', 'PHI', '-SPEC:R', 'LF:pro', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', 'PF:(pro)', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
cl              {'LEFT:D,CL', 'LANG:EN', 'RIGHT:PRG', 'LEFT:T/fin', 'RIGHT:ARE/inf', 'CL', 'inflectional'}
inc             {'INCORPORATED', 'inflectional', 'LANG:EN'}
sg              {'LANG:EN', 'inflectional', 'PHI:NUM:SG'}
pl              {'LANG:EN', 'PHI:NUM:PL', 'inflectional'}
1p              {'LANG:EN', 'inflectional', 'PHI:PER:1'}
2p              {'LANG:EN', 'inflectional', 'PHI:PER:2'}
3p              {'LANG:EN', 'inflectional', 'PHI:PER:3'}
def             {'LANG:EN', 'inflectional', 'PHI:DET:DEF'}
indef           {'LANG:EN', 'inflectional', 'PHI:DET:INDEF'}
hum             {'LANG:EN', 'inflectional', 'PHI:HUM:HUM'}
nonhum          {'LANG:EN', 'PHI:HUM:NONHUM', 'inflectional'}
m               {'LANG:EN', 'inflectional', 'PHI:GEN:M'}
f               {'LANG:EN', 'inflectional', 'PHI:GEN:F'}
nom             {'LANG:EN', 'inflectional', 'TAIL:FIN,!COMP:*,VAL', 'NOM'}
acc             {'LANG:EN', 'inflectional', 'ACC', 'TAIL:v'}
dat             {'LANG:EN', 'inflectional', 'TAIL:v', 'DAT'}
V1              {'-EDGE:*', 'inflectional', '-SPEC:*', 'LANG:EN'}
uC/op           {'uC/op', 'inflectional', 'LANG:EN'}
wh              {'LANG:EN', 'D:WH', 'OP:_', 'OP:WH', 'inflectional'}
wh_             {'LANG:EN', 'OP', 'OP:_', '-COMP:OP', 'inflectional'}
top             {'LANG:EN', 'inflectional', 'D:TOP', 'OP:TOP'}
foc             {'D:FOC', 'inflectional', 'LANG:EN', 'OP:FOC'}
fam             {'LANG:EN', 'D:FAM', 'inflectional', 'OP:FAM'}
pol             {'LANG:EN', 'inflectional', 'OP:POL', 'D:POL'}
C/op            {'LANG:EN', 'inflectional', 'D:C/OP', 'OP:C/OP'}
d/rel           {'LANG:EN', 'OP:REL', 'SPEC:D', '-COMP:C/fin', 'OP:_', 'inflectional', 'adjoinable'}
Q               {'LANG:EN', 'D:WH', 'OP', 'OP:Q', 'OP:WH', 'inflectional', '-COMP:OP'}
